-640  5.909772E-9
-635  8.157539E-9
-630  1.123822E-8
-625  1.544783E-8
-620  2.118276E-8
-615  2.897213E-8
-610  3.952001E-8
-605  5.376022E-8
-600  7.29274E-8
-595  9.864861E-8
-590  1.330612E-7
-585  1.78964E-7
-580  2.400097E-7
-575  3.209502E-7
-570  4.279467E-7
-565  5.689612E-7
-560  7.542485E-7
-555  9.969707E-7
-550  1.313964E-6
-545  1.726687E-6
-540  2.262395E-6
-535  2.95558E-6
-530  3.849727E-6
-525  4.999463E-6
-520  6.47314E-6
-515  8.355962E-6
-510  1.075372E-5
-505  1.379723E-5
-500  1.764763E-5
-495  2.250255E-5
-490  2.860341E-5
-485  3.624381E-5
-480  4.577939E-5
-475  5.7639E-5
-470  7.233758E-5
-465  9.049072E-5
-460  0.0001128312
-455  0.0001402273
-450  0.0001737037
-445  0.0002144644
-440  0.0002639177
-435  0.0003237046
-430  0.0003957288
-425  0.0004821902
-420  0.0005856213
-415  0.0007089258
-410  0.000855421
-405  0.001028883
-400  0.001233597
-395  0.001474404
-390  0.001756765
-385  0.002086809
-380  0.002471403
-375  0.002918211
-370  0.003435762
-365  0.004033519
-360  0.004721949
-355  0.00551259
-350  0.006418125
-345  0.007452445
-340  0.008630712
-335  0.009969423
-330  0.01148646
-325  0.01320112
-320  0.01513418
-315  0.01730789
-310  0.01974597
-305  0.02247365
-300  0.02551758
-295  0.02890581
-290  0.03266774
-285  0.03683397
-280  0.04143624
-275  0.04650724
-270  0.05208046
-265  0.05818996
-260  0.06487017
-255  0.07215564
-250  0.0800807
-245  0.0886792
-240  0.09798414
-235  0.1080273
-230  0.1188389
-225  0.1304471
-220  0.1428778
-215  0.1561537
-210  0.1702945
-205  0.1853161
-200  0.20123
-195  0.2180433
-190  0.2357579
-185  0.2543701
-180  0.2738706
-175  0.2942437
-170  0.3154672
-165  0.3375122
-160  0.3603427
-155  0.3839155
-150  0.4081803
-145  0.4330794
-140  0.4585479
-135  0.4845138
-130  0.5108982
-125  0.5376156
-120  0.5645741
-115  0.591676
-110  0.6188184
-105  0.6458935
-100  0.6727893
-95  0.6993906
-90  0.7255796
-85  0.7512366
-80  0.7762409
-75  0.8004721
-70  0.8238104
-65  0.8461382
-60  0.8673404
-55  0.8873061
-50  0.9059287
-45  0.9231077
-40  0.938749
-35  0.9527657
-30  0.9650795
-25  0.9756208
-20  0.9843293
-15  0.9911554
-10  0.9960595
-5  0.9990135
0  1
5  0.9990135
10  0.9960595
15  0.9911554
20  0.9843293
25  0.9756208
30  0.9650795
35  0.9527657
40  0.938749
45  0.9231077
50  0.9059287
55  0.8873061
60  0.8673404
65  0.8461382
70  0.8238104
75  0.8004721
80  0.7762409
85  0.7512366
90  0.7255796
95  0.6993906
100  0.6727893
105  0.6458935
110  0.6188184
115  0.591676
120  0.5645741
125  0.5376156
130  0.5108982
135  0.4845138
140  0.4585479
145  0.4330794
150  0.4081803
155  0.3839155
160  0.3603427
165  0.3375122
170  0.3154672
175  0.2942437
180  0.2738706
185  0.2543701
190  0.2357579
195  0.2180433
200  0.20123
205  0.1853161
210  0.1702945
215  0.1561537
220  0.1428778
225  0.1304471
230  0.1188389
235  0.1080273
240  0.09798414
245  0.0886792
250  0.0800807
255  0.07215564
260  0.06487017
265  0.05818996
270  0.05208046
275  0.04650724
280  0.04143624
285  0.03683397
290  0.03266774
295  0.02890581
300  0.02551758
305  0.02247365
310  0.01974597
315  0.01730789
320  0.01513418
325  0.01320112
330  0.01148646
335  0.009969423
340  0.008630712
345  0.007452445
350  0.006418125
355  0.00551259
360  0.004721949
365  0.004033519
370  0.003435762
375  0.002918211
380  0.002471403
385  0.002086809
390  0.001756765
395  0.001474404
400  0.001233597
405  0.001028883
410  0.000855421
415  0.0007089258
420  0.0005856213
425  0.0004821902
430  0.0003957288
435  0.0003237046
440  0.0002639177
445  0.0002144644
450  0.0001737037
455  0.0001402273
460  0.0001128312
465  9.049072E-5
470  7.233758E-5
475  5.7639E-5
480  4.577939E-5
485  3.624381E-5
490  2.860341E-5
495  2.250255E-5
500  1.764763E-5
505  1.379723E-5
510  1.075372E-5
515  8.355962E-6
520  6.47314E-6
525  4.999463E-6
530  3.849727E-6
535  2.95558E-6
540  2.262395E-6
545  1.726687E-6
550  1.313964E-6
555  9.969707E-7
560  7.542485E-7
565  5.689612E-7
570  4.279467E-7
575  3.209502E-7
580  2.400097E-7
585  1.78964E-7
590  1.330612E-7
595  9.864861E-8
600  7.29274E-8
605  5.376022E-8
610  3.952001E-8
615  2.897213E-8
620  2.118276E-8
625  1.544783E-8
630  1.123822E-8
635  8.157539E-9
