-640  0  1.05445E-10  0  1.63005E-12  275.3839
-630  0  1.120076E-10  0  1.632675E-12  275.1865
-620  0  1.25262E-10  0  1.635684E-12  274.9895
-610  0  1.576423E-10  0  1.639085E-12  274.7927
-600  0  2.361702E-10  0  1.642874E-12  274.5962
-590  0  4.181694E-10  0  1.647041E-12  274.4
-580  0  8.229458E-10  0  1.6516E-12  274.204
-570  0  1.694413E-9  0  1.656546E-12  274.0084
-560  0  3.522542E-9  0  1.661866E-12  273.813
-550  0  7.274657E-9  0  1.667606E-12  273.6179
-540  0  1.482835E-8  0  1.673755E-12  273.423
-530  0  2.976873E-8  0  1.68031E-12  273.2285
-520  0  5.883375E-8  0  1.687425E-12  273.0342
-510  0  1.144957E-7  0  1.695158E-12  272.8402
-500  0  2.195038E-7  0  1.703706E-12  272.6465
-490  0  4.147588E-7  0  1.713661E-12  272.4531
-480  0  7.727543E-7  0  1.725478E-12  272.2599
-470  0  1.420147E-6  0  1.740433E-12  272.067
-460  0  2.575003E-6  0  1.761294E-12  271.8744
-450  0  4.607156E-6  0  1.791648E-12  271.682
-440  0  8.134154E-6  0  1.839107E-12  271.4899
-430  0  1.417084E-5  0  1.91762E-12  271.2981
-420  0  2.435805E-5  0  2.049356E-12  271.1066
-410  0  4.130555E-5  0  2.278282E-12  270.9153
-400  0  6.909672E-5  0  2.683466E-12  270.7243
-390  0  0.0001140173  0  3.402304E-12  270.5336
-380  0  0.0001855876  0  4.697385E-12  270.3431
-370  0  0.0002979944  0  7.050367E-12  270.1529
-360  0  0.0004720314  0  1.134384E-11  269.963
-350  0  0.0007376603  0  1.924564E-11  269.7733
-340  0  0.001137289  0  3.385175E-11  269.584
-330  0  0.001729816  0  6.096171E-11  269.3948
-320  0  0.002595424  0  1.116116E-10  269.206
-310  0  0.003840968  0  2.067697E-10  269.0174
-300  0  0.005605692  0  3.866817E-10  268.829
-290  0  0.008066809  0  7.292972E-10  268.641
-280  0  0.01144437  0  1.386061E-9  268.4532
-270  0  0.0160047  0  2.653916E-9  268.2656
-260  0  0.02206163  0  5.121634E-9  268.0783
-250  0  0.02997475  0  9.970797E-9  267.8913
-240  0  0.04014407  0  1.960641E-8  267.7046
-230  2.706457E-5  0.05300045  0  3.898029E-8  267.5181
-220  0.0005306306  0.06899173  0  7.834906E-8  267.3318
