-210  0.001617175  0.08856425  0  1.589073E-7  267.1458
-200  0.002554909  0.1121404  0  3.236047E-7  266.9601
-190  0.006586594  0.1400925  0  6.556436E-7  266.7747
-180  0.01994493  0.1727147  0  1.306671E-6  266.5894
-170  0.03806378  0.2101936  0  2.548146E-6  266.4045
-160  0.07290704  0.2525793  0  4.966637E-6  266.2198
-150  0.0960007  0.2997601  0  1.051867E-5  266.0354
-140  0.1347478  0.3514411  0  2.764337E-5  265.8512
-130  0.2123018  0.4071302  0  9.18816E-5  265.6673
-120  0.2948324  0.4661321  0  0.0003353048  265.4836
-110  0.3310035  0.5275525  0  0.001181926  265.3002
-100  0.4138228  0.5903134  0  0.003803025  265.117
-90  0.4494536  0.6531785  0  0.0109724  264.9341
-80  0.5549044  0.7147899  0  0.02826876  264.7514
-70  0.6175058  0.7737134  0.0002456004  0.06501608  264.569
-60  0.6453977  0.8284912  0.02372772  0.1335559  264.3869
-50  0.7734236  0.8776998  0.1824704  0.2452258  264.205
-40  0.7582744  0.920009  0.4260961  0.4029536  264.0233
-30  0.8250792  0.95424  0.6632752  0.5935632  263.8419
-20  0.9139141  0.9794183  0.868057  0.7852294  263.6607
-10  0.9605811  0.9948188  0.9791803  0.9342002  263.4798
0  1  1  1  1  263.2992
10  0.9270933  0.9948252  0.9609826  0.9626528  263.1187
20  0.9664654  0.9794691  0.8834618  0.8324788  262.9386
30  0.8867137  0.9544101  0.7359262  0.645831  262.7587
40  0.911614  0.920407  0.5504527  0.4487544  262.579
50  0.8888391  0.8784638  0.3362469  0.2786535  262.3996
60  0.8423059  0.8297823  0.1472139  0.1540933  262.2204
70  0.8201458  0.7757072  0.03798028  0.07551084  262.0414
80  0.7568717  0.7176664  0.001368594  0.03258485  261.8627
90  0.6913566  0.6571096  1.056305E-5  0.01229541  261.6843
100  0.6491312  0.5954498  0  0.004027829  261.5061
110  0.5568562  0.53401  0  0.001138907  261.3281
120  0.5002803  0.4739786  0  0.0002789818  261.1504
130  0.4378876  0.4163757  0  6.217186E-5  260.9729
140  0.3862026  0.3620302  0  1.521585E-5  260.7957
150  0.2722664  0.3115701  0  5.340224E-6  260.6187
160  0.2211944  0.265423  0  2.453127E-6  260.4419
170  0.1873791  0.2238274  0  1.131681E-6  260.2654
180  0.1219746  0.1868522  0  4.738373E-7  260.0891
190  0.102814  0.1544208  0  1.805974E-7  259.9131
200  0.064484  0.1263398  0  6.489444E-8  259.7373
210  0.03368858  0.1023277  0  2.283155E-8  259.5617
220  0.01306929  0.08204297  0  8.187911E-9  259.3864
230  0.004203449  0.0651092  0  3.145517E-9  259.2113
240  0.0007968289  0.05113666  0  1.338157E-9  259.0364
250  0.0002680852  0.0397397  0  6.258569E-10  258.8618
260  0  0.03054981  0  3.12567E-10  258.6874
270  0  0.02322471  0  1.624399E-10  258.5132
280  0  0.01745396  0  8.671759E-11  258.3393
290  0  0.01296176  0  4.730841E-11  258.1656
300  0  0.009507531  0  2.639919E-11  257.9922
310  0  0.006884928  0  1.523897E-11  257.819
320  0  0.00491975  0  9.248261E-12  257.646
330  0  0.003467183  0  5.993835E-12  257.4732
340  0  0.002408663  0  4.21131E-12  257.3007
350  0  0.001648612  0  3.23075E-12  257.1284
360  0  0.001111189  0  2.686761E-12  256.9564
370  0  0.0007371877  0  2.383152E-12  256.7845
380  0  0.0004811705  0  2.213158E-12  256.6129
390  0  0.000308873  0  2.11616E-12  256.4416
400  0  0.0001949282  0  2.059514E-12  256.2704
410  0  0.0001209108  0  2.025679E-12  256.0995
420  0  7.369905E-5  0  2.004356E-12  255.9288
430  0  4.413754E-5  0  1.99012E-12  255.7584
440  0  2.597032E-5  0  1.980059E-12  255.5881
450  0  1.501319E-5  0  1.972362E-12  255.4181
460  0  8.527624E-6  0  1.96617E-12  255.2484
470  0  4.759956E-6  0  1.960986E-12  255.0788
480  0  2.611468E-6  0  1.956456E-12  254.9095
490  0  1.40859E-6  0  1.952466E-12  254.7404
500  0  7.471969E-7  0  1.948943E-12  254.5715
510  0  3.899273E-7  0  1.945822E-12  254.4028
520  0  2.002551E-7  0  1.943106E-12  254.2344
530  0  1.012467E-7  0  1.940787E-12  254.0662
540  0  5.040786E-8  0  1.938858E-12  253.8982
550  0  2.471812E-8  0  1.937335E-12  253.7304
560  0  1.193856E-8  0  1.936227E-12  253.5629
570  0  5.678727E-9  0  1.935535E-12  253.3956
580  0  2.65931E-9  0  1.935272E-12  253.2285
590  0  1.225389E-9  0  1.935446E-12  253.0616
600  0  5.552029E-10  0  1.93606E-12  252.8949
610  0  2.471293E-10  0  1.937124E-12  252.7285
620  0  1.079626E-10  0  1.938641E-12  252.5623
630  0  4.624564E-11  0  1.940613E-12  252.3963
